N°_da_fatura;Data_da_fatura;ID_Cliente;País;Quantidade;Valor;Ano_mes;Pertence_UK
575496;2021-11-10 09:09:00;14944;United Kingdom;72;188,4;2021-11;SIM
575495;2021-11-10 09:09:00;14944;United Kingdom;266;754,66;2021-11;SIM
575497;2021-11-10 09:10:00;14944;United Kingdom;12;34,68;2021-11;SIM
575498;2021-11-10 09:52:00;12708;Germany;13;33,0;2021-11;NÃO
575499;2021-11-10 09:56:00;16003;United Kingdom;262;525,92;2021-11;SIM
575500;2021-11-10 09:57:00;16003;United Kingdom;328;415,55;2021-11;SIM
575501;2021-11-10 09:59:00;16218;United Kingdom;336;449,2;2021-11;SIM
575502;2021-11-10 10:10:00;16700;United Kingdom;264;369,12;2021-11;SIM
575504;2021-11-10 10:29:00;14895;United Kingdom;305;770,92;2021-11;SIM
575509;2021-11-10 10:32:00;17101;United Kingdom;256;471,0;2021-11;SIM
575508;2021-11-10 10:32:00;14646;Netherlands;6712;8111,2;2021-11;NÃO
575507;2021-11-10 10:32:00;17197;United Kingdom;191;1013,01;2021-11;SIM
575510;2021-11-10 10:33:00;14646;Netherlands;1040;1549,12;2021-11;NÃO
575512;2021-11-10 10:36:00;14121;United Kingdom;786;1247,41;2021-11;SIM
575514;2021-11-10 10:40:00;12541;Spain;261;445,04;2021-11;NÃO
575515;2021-11-10 10:41:00;17315;United Kingdom;159;420,75;2021-11;SIM
575516;2021-11-10 10:45:00;17340;United Kingdom;1690;3893,79;2021-11;SIM
575517;2021-11-10 10:49:00;14562;United Kingdom;122;372,42;2021-11;SIM
575519;2021-11-10 10:53:00;12682;France;185;319,23;2021-11;NÃO
575520;2021-11-10 10:56:00;17537;United Kingdom;330;266,92;2021-11;SIM
575525;2021-11-10 11:06:00;13983;United Kingdom;72;128,88;2021-11;SIM
575563;2021-11-10 11:22:00;17521;United Kingdom;186;225,46;2021-11;SIM
575574;2021-11-10 11:37:00;14606;United Kingdom;63;111,39;2021-11;SIM
575576;2021-11-10 11:45:00;16025;United Kingdom;338;439,66;2021-11;SIM
575579;2021-11-10 11:49:00;13081;United Kingdom;144;72,0;2021-11;SIM
575581;2021-11-10 11:53:00;12659;France;105;91,68;2021-11;NÃO
575582;2021-11-10 11:55:00;16986;United Kingdom;1000;1790,0;2021-11;SIM
575583;2021-11-10 11:55:00;14456;United Kingdom;181;263,11;2021-11;SIM
575584;2021-11-10 11:55:00;12682;France;101;245,4;2021-11;NÃO
575586;2021-11-10 12:00:00;12981;United Kingdom;108;185,04;2021-11;SIM
575587;2021-11-10 12:01:00;17461;United Kingdom;435;382,56;2021-11;SIM
575589;2021-11-10 12:05:00;14262;United Kingdom;274;514,16;2021-11;SIM
575591;2021-11-10 12:09:00;17791;United Kingdom;46;106,1;2021-11;SIM
575593;2021-11-10 12:12:00;14226;United Kingdom;133;320,07;2021-11;SIM
575595;2021-11-10 12:13:00;15452;United Kingdom;60;125,4;2021-11;SIM
575602;2021-11-10 12:27:00;17059;United Kingdom;572;844,94;2021-11;SIM
575603;2021-11-10 12:29:00;18125;United Kingdom;109;197,85;2021-11;SIM
575604;2021-11-10 12:32:00;16011;United Kingdom;120;256,2;2021-11;SIM
575605;2021-11-10 12:35:00;17188;United Kingdom;217;350,02;2021-11;SIM
575607;2021-11-10 12:37:00;14096;United Kingdom;1014;4358,0;2021-11;SIM
575609;2021-11-10 12:40:00;17243;United Kingdom;268;448,5;2021-11;SIM
575610;2021-11-10 12:45:00;16628;United Kingdom;361;568,21;2021-11;SIM
575611;2021-11-10 12:46:00;17861;United Kingdom;260;113,5;2021-11;SIM
575612;2021-11-10 12:47:00;17416;United Kingdom;699;1014,61;2021-11;SIM
575618;2021-11-10 12:57:00;15463;United Kingdom;106;126,14;2021-11;SIM
575619;2021-11-10 12:59:00;14712;United Kingdom;120;495,6;2021-11;SIM
575620;2021-11-10 13:01:00;17573;United Kingdom;125;198,39;2021-11;SIM
575621;2021-11-10 13:03:00;16892;United Kingdom;54;137,04;2021-11;SIM
575622;2021-11-10 13:13:00;16743;United Kingdom;369;352,23;2021-11;SIM
575623;2021-11-10 13:14:00;14064;United Kingdom;275;256,06;2021-11;SIM
575624;2021-11-10 13:18:00;18217;United Kingdom;223;303,85;2021-11;SIM
575627;2021-11-10 13:28:00;17977;United Kingdom;342;288,14;2021-11;SIM
575628;2021-11-10 13:31:00;12844;United Kingdom;48;151,08;2021-11;SIM
575629;2021-11-10 13:34:00;12599;France;207;175,54;2021-11;NÃO
575631;2021-11-10 13:41:00;15184;United Kingdom;150;171,53;2021-11;SIM
575633;2021-11-10 13:44:00;15355;United Kingdom;24;150,8;2021-11;SIM
575634;2021-11-10 13:44:00;13266;United Kingdom;412;301,06;2021-11;SIM
575632;2021-11-10 13:44:00;12473;Germany;3;1013,86;2021-11;NÃO
575637;2021-11-10 13:46:00;16904;United Kingdom;143;356,18;2021-11;SIM
575636;2021-11-10 13:46:00;12473;Germany;1;40,46;2021-11;NÃO
575639;2021-11-10 13:49:00;15289;United Kingdom;240;241,8;2021-11;SIM
575640;2021-11-10 14:01:00;13148;United Kingdom;110;240,16;2021-11;SIM
575642;2021-11-10 14:07:00;14466;United Kingdom;177;486,75;2021-11;SIM
575643;2021-11-10 14:09:00;13267;United Kingdom;184;384,88;2021-11;SIM
575647;2021-11-10 14:16:00;16440;United Kingdom;392;856,41;2021-11;SIM
575655;2021-11-10 14:28:00;16434;United Kingdom;61;185,18;2021-11;SIM
575654;2021-11-10 14:28:00;15238;United Kingdom;115;299,21;2021-11;SIM
575652;2021-11-10 14:28:00;12748;United Kingdom;43;469,65;2021-11;SIM
575656;2021-11-10 14:29:00;13319;United Kingdom;777;1855,99;2021-11;SIM
575657;2021-11-10 14:30:00;13319;United Kingdom;58;112,04;2021-11;SIM
575658;2021-11-10 14:31:00;13319;United Kingdom;12;24,96;2021-11;SIM
575659;2021-11-10 14:35:00;13576;United Kingdom;236;543,36;2021-11;SIM
575660;2021-11-10 14:38:00;15297;United Kingdom;76;149,8;2021-11;SIM
575661;2021-11-10 14:39:00;12617;France;213;355,53;2021-11;NÃO
575668;2021-11-10 14:59:00;18283;United Kingdom;64;112,35;2021-11;SIM
575671;2021-11-10 15:03:00;12670;France;333;665,46;2021-11;NÃO
575673;2021-11-10 15:04:00;14863;United Kingdom;132;266,76;2021-11;SIM
575674;2021-11-10 15:06:00;13468;United Kingdom;54;125,38;2021-11;SIM
575675;2021-11-10 15:07:00;18283;United Kingdom;1;1,95;2021-11;SIM
575676;2021-11-10 15:09:00;13499;United Kingdom;578;323,62;2021-11;SIM
575680;2021-11-10 15:23:00;13148;United Kingdom;485;677,09;2021-11;SIM
575678;2021-11-10 15:23:00;16169;United Kingdom;449;579,15;2021-11;SIM
575681;2021-11-10 15:32:00;16903;United Kingdom;262;373,24;2021-11;SIM
575682;2021-11-10 15:37:00;12826;United Kingdom;141;279,5;2021-11;SIM
575683;2021-11-10 15:51:00;17389;United Kingdom;954;3782,52;2021-11;SIM
575685;2021-11-10 15:57:00;15694;United Kingdom;162;600,18;2021-11;SIM
575684;2021-11-10 15:57:00;14397;United Kingdom;266;300,38;2021-11;SIM
575686;2021-11-10 15:59:00;17716;United Kingdom;174;347,68;2021-11;SIM
575687;2021-11-10 16:03:00;16126;United Kingdom;1041;2581,07;2021-11;SIM
575688;2021-11-10 16:15:00;18230;United Kingdom;154;343,8;2021-11;SIM
575689;2021-11-10 16:16:00;14829;United Kingdom;88;165,92;2021-11;SIM
575690;2021-11-10 16:20:00;14189;United Kingdom;208;314,66;2021-11;SIM
575691;2021-11-10 16:21:00;14180;United Kingdom;34;179,55;2021-11;SIM
575692;2021-11-10 16:27:00;12508;France;203;275,19;2021-11;NÃO
575693;2021-11-10 16:36:00;16979;United Kingdom;174;302,64;2021-11;SIM
575694;2021-11-10 16:38:00;12748;United Kingdom;129;171,85;2021-11;SIM
575695;2021-11-10 16:39:00;17502;United Kingdom;94;226,6;2021-11;SIM
575697;2021-11-10 16:51:00;16094;United Kingdom;60;77,64;2021-11;SIM
575698;2021-11-10 16:51:00;16094;United Kingdom;314;431,56;2021-11;SIM
575700;2021-11-10 16:58:00;15111;United Kingdom;148;329,68;2021-11;SIM
575703;2021-11-10 16:59:00;13767;United Kingdom;902;1735,3;2021-11;SIM
575701;2021-11-10 16:59:00;13396;United Kingdom;461;973,72;2021-11;SIM
575702;2021-11-10 16:59:00;17109;United Kingdom;92;108,86;2021-11;SIM
575705;2021-11-10 17:06:00;15159;United Kingdom;392;826,7;2021-11;SIM
575706;2021-11-10 17:13:00;14713;United Kingdom;250;365,0;2021-11;SIM
575707;2021-11-10 17:16:00;12538;Spain;191;363,95;2021-11;NÃO
575708;2021-11-10 17:17:00;13460;United Kingdom;89;75,98;2021-11;SIM
575709;2021-11-10 17:27:00;14646;Netherlands;34;162,8;2021-11;NÃO
575710;2021-11-10 17:29:00;17901;United Kingdom;24;110,38;2021-11;SIM
575711;2021-11-10 17:45:00;14560;United Kingdom;48;65,28;2021-11;SIM
575712;2021-11-10 17:46:00;13606;United Kingdom;36;30,12;2021-11;SIM
575713;2021-11-10 17:49:00;13817;Germany;148;254,28;2021-11;NÃO
575718;2021-11-10 18:04:00;16907;United Kingdom;69;269,77;2021-11;SIM
575723;2021-11-10 18:33:00;14748;United Kingdom;162;296,98;2021-11;SIM
575724;2021-11-10 18:37:00;14608;United Kingdom;119;486,65;2021-11;SIM
575725;2021-11-10 18:46:00;13098;United Kingdom;1103;1955,68;2021-11;SIM
575726;2021-11-10 19:12:00;16791;United Kingdom;247;486,96;2021-11;SIM
575727;2021-11-10 19:32:00;18135;United Kingdom;60;129,6;2021-11;SIM
575728;2021-11-10 19:40:00;14911;EIRE;496;1003,03;2021-11;NÃO
575729;2021-11-10 19:49:00;17932;United Kingdom;196;397,06;2021-11;SIM
575730;2021-11-10 19:53:00;14765;United Kingdom;113;158,61;2021-11;SIM
575731;2021-11-10 20:01:00;13230;United Kingdom;84;175,53;2021-11;SIM
575732;2021-11-11 08:19:00;12712;Germany;50;232,65;2021-11;NÃO
575733;2021-11-11 08:33:00;13810;Germany;132;246,01;2021-11;NÃO
575734;2021-11-11 08:39:00;12384;Switzerland;64;292,58;2021-11;NÃO
575735;2021-11-11 08:46:00;14156;EIRE;153;370,8;2021-11;NÃO
575736;2021-11-11 08:47:00;12697;Sweden;149;223,68;2021-11;NÃO
575737;2021-11-11 08:59:00;14789;United Kingdom;116;197,64;2021-11;SIM
575738;2021-11-11 09:02:00;16790;United Kingdom;120;138,92;2021-11;SIM
575740;2021-11-11 09:25:00;18130;United Kingdom;386;455,91;2021-11;SIM
575742;2021-11-11 09:46:00;14309;United Kingdom;180;328,96;2021-11;SIM
575741;2021-11-11 09:46:00;13727;United Kingdom;42;110,4;2021-11;SIM
575743;2021-11-11 10:01:00;12757;Portugal;166;305,3;2021-11;NÃO
575744;2021-11-11 10:03:00;14035;United Kingdom;120;300,32;2021-11;SIM
575745;2021-11-11 10:14:00;16458;United Kingdom;110;203,6;2021-11;SIM
575747;2021-11-11 10:19:00;12589;France;223;515,18;2021-11;NÃO
575750;2021-11-11 10:29:00;12600;Germany;161;379,58;2021-11;NÃO
575751;2021-11-11 10:32:00;14911;EIRE;840;1674,65;2021-11;NÃO
575753;2021-11-11 10:41:00;17841;United Kingdom;156;224,43;2021-11;SIM
575754;2021-11-11 10:43:00;17295;United Kingdom;53;130,49;2021-11;SIM
575755;2021-11-11 10:45:00;17015;United Kingdom;279;272,58;2021-11;SIM
575756;2021-11-11 10:48:00;18118;United Kingdom;94;159,57;2021-11;SIM
575757;2021-11-11 10:49:00;17295;United Kingdom;71;147,1;2021-11;SIM
575760;2021-11-11 10:50:00;15965;United Kingdom;266;506,4;2021-11;SIM
575765;2021-11-11 11:02:00;17730;United Kingdom;211;325,01;2021-11;SIM
575764;2021-11-11 11:02:00;15965;United Kingdom;26;32,5;2021-11;SIM
575766;2021-11-11 11:06:00;12856;United Kingdom;133;264,12;2021-11;SIM
575767;2021-11-11 11:11:00;17348;United Kingdom;163;209,73;2021-11;SIM
575787;2021-11-11 11:18:00;12518;Germany;324;486,96;2021-11;NÃO
575828;2021-11-11 11:34:00;17162;United Kingdom;136;251,8;2021-11;SIM
575830;2021-11-11 11:34:00;14226;United Kingdom;1;16,95;2021-11;SIM
575837;2021-11-11 11:37:00;12748;United Kingdom;336;349,73;2021-11;SIM
575838;2021-11-11 11:38:00;13999;United Kingdom;151;328,43;2021-11;SIM
575840;2021-11-11 11:56:00;13137;United Kingdom;407;682,17;2021-11;SIM
575842;2021-11-11 12:01:00;15024;United Kingdom;191;289,19;2021-11;SIM
575843;2021-11-11 12:02:00;14446;United Kingdom;124;157,27;2021-11;SIM
575847;2021-11-11 12:07:00;18209;United Kingdom;58;139,1;2021-11;SIM
575845;2021-11-11 12:07:00;12598;France;337;336,8;2021-11;NÃO
575846;2021-11-11 12:07:00;17364;United Kingdom;622;904,6;2021-11;SIM
575848;2021-11-11 12:10:00;14178;United Kingdom;232;246,86;2021-11;SIM
575850;2021-11-11 12:11:00;17512;United Kingdom;512;451,68;2021-11;SIM
575849;2021-11-11 12:11:00;14790;United Kingdom;217;216,74;2021-11;SIM
575851;2021-11-11 12:13:00;14662;United Kingdom;262;246,31;2021-11;SIM
575852;2021-11-11 12:17:00;17238;United Kingdom;154;345,99;2021-11;SIM
575853;2021-11-11 12:18:00;16912;United Kingdom;31;156,43;2021-11;SIM
575854;2021-11-11 12:20:00;14125;United Kingdom;486;1111,08;2021-11;SIM
575855;2021-11-11 12:24:00;14527;United Kingdom;76;198,29;2021-11;SIM
575856;2021-11-11 12:28:00;16386;United Kingdom;198;256,1;2021-11;SIM
575866;2021-11-11 12:41:00;16107;United Kingdom;168;504,24;2021-11;SIM
575868;2021-11-11 12:44:00;12985;United Kingdom;841;754,38;2021-11;SIM
575867;2021-11-11 12:44:00;15034;United Kingdom;595;813,75;2021-11;SIM
575869;2021-11-11 12:45:00;14543;United Kingdom;4;15,8;2021-11;SIM
575870;2021-11-11 12:46:00;15557;United Kingdom;219;473,65;2021-11;SIM
575871;2021-11-11 12:52:00;14911;EIRE;259;461,32;2021-11;NÃO
575873;2021-11-11 12:53:00;17677;United Kingdom;396;640,84;2021-11;SIM
575874;2021-11-11 12:56:00;17054;United Kingdom;65;149,01;2021-11;SIM
575876;2021-11-11 13:20:00;15608;United Kingdom;108;122,4;2021-11;SIM
575877;2021-11-11 13:25:00;14907;United Kingdom;116;416,56;2021-11;SIM
575878;2021-11-11 13:29:00;13588;United Kingdom;13;5,43;2021-11;SIM
575880;2021-11-11 13:35:00;12726;France;763;784,46;2021-11;NÃO
575882;2021-11-11 13:40:00;16671;United Kingdom;144;152,64;2021-11;SIM
575885;2021-11-11 13:46:00;16460;United Kingdom;140;302,62;2021-11;SIM
575884;2021-11-11 13:46:00;12685;France;203;413,12;2021-11;NÃO
575886;2021-11-11 13:57:00;12517;Germany;317;492,94;2021-11;NÃO
575887;2021-11-11 14:03:00;17243;United Kingdom;124;424,2;2021-11;SIM
575888;2021-11-11 14:04:00;12517;Germany;3;54,0;2021-11;NÃO
575890;2021-11-11 14:09:00;15602;United Kingdom;136;125,04;2021-11;SIM
575889;2021-11-11 14:09:00;16433;United Kingdom;106;184,26;2021-11;SIM
575891;2021-11-11 14:12:00;15692;United Kingdom;138;191,04;2021-11;SIM
575892;2021-11-11 14:22:00;16332;United Kingdom;131;202,31;2021-11;SIM
575893;2021-11-11 14:23:00;17088;United Kingdom;121;239,28;2021-11;SIM
575894;2021-11-11 14:25:00;12748;United Kingdom;787;220,7;2021-11;SIM
575895;2021-11-11 14:50:00;17052;United Kingdom;261;413,75;2021-11;SIM
575896;2021-11-11 14:52:00;12480;Germany;611;1136,68;2021-11;NÃO
575897;2021-11-11 14:53:00;15492;United Kingdom;156;171,72;2021-11;SIM
575898;2021-11-11 15:08:00;16368;United Kingdom;124;302,48;2021-11;SIM
575899;2021-11-11 15:13:00;16133;United Kingdom;191;359,9;2021-11;SIM
575902;2021-11-11 15:20:00;15544;United Kingdom;491;446,02;2021-11;SIM
575903;2021-11-11 15:24:00;13557;United Kingdom;322;343,38;2021-11;SIM
575904;2021-11-11 15:28:00;18014;United Kingdom;68;166,42;2021-11;SIM
575905;2021-11-11 15:49:00;13732;United Kingdom;498;491,86;2021-11;SIM
575908;2021-11-11 15:54:00;13091;United Kingdom;466;345,82;2021-11;SIM
575910;2021-11-11 16:05:00;14836;United Kingdom;2;3,0;2021-11;SIM
575911;2021-11-11 16:13:00;17314;United Kingdom;234;315,72;2021-11;SIM
575914;2021-11-11 16:31:00;17071;United Kingdom;316;432,16;2021-11;SIM
575915;2021-11-11 16:33:00;15903;United Kingdom;456;1405,2;2021-11;SIM
575916;2021-11-11 16:49:00;12691;France;97;176,4;2021-11;NÃO
575917;2021-11-11 16:57:00;13895;United Kingdom;418;681,96;2021-11;SIM
575918;2021-11-11 16:58:00;17191;United Kingdom;307;532,17;2021-11;SIM
575919;2021-11-11 17:00:00;15311;United Kingdom;2683;4041,18;2021-11;SIM
575920;2021-11-11 17:01:00;15473;United Kingdom;120;306,0;2021-11;SIM
575922;2021-11-11 17:10:00;15681;United Kingdom;260;479,8;2021-11;SIM
575923;2021-11-11 17:11:00;17069;United Kingdom;361;501,56;2021-11;SIM
575924;2021-11-11 17:13:00;17069;United Kingdom;89;149,23;2021-11;SIM
575929;2021-11-11 17:23:00;13310;United Kingdom;192;314,38;2021-11;SIM
575932;2021-11-13 10:35:00;16923;United Kingdom;257;449,87;2021-11;SIM
575931;2021-11-13 10:35:00;16560;United Kingdom;331;509,23;2021-11;SIM
575933;2021-11-13 10:41:00;14911;EIRE;1200;1285,44;2021-11;NÃO
575935;2021-11-13 11:20:00;17838;United Kingdom;458;466,6;2021-11;SIM
575936;2021-11-13 11:21:00;17041;United Kingdom;412;330,68;2021-11;SIM
575937;2021-11-13 11:24:00;12935;United Kingdom;255;281,58;2021-11;SIM
575938;2021-11-13 11:30:00;17790;United Kingdom;112;273,51;2021-11;SIM
575939;2021-11-13 11:37:00;13004;United Kingdom;178;316,54;2021-11;SIM
575941;2021-11-13 11:39:00;16438;United Kingdom;93;180,51;2021-11;SIM
575943;2021-11-13 11:44:00;17920;United Kingdom;131;255,54;2021-11;SIM
575942;2021-11-13 11:44:00;15599;United Kingdom;357;312,91;2021-11;SIM
575944;2021-11-13 11:46:00;16571;United Kingdom;348;524,9;2021-11;SIM
575945;2021-11-13 11:48:00;15864;United Kingdom;288;305,28;2021-11;SIM
575946;2021-11-13 11:50:00;13892;United Kingdom;24;61,2;2021-11;SIM
575949;2021-11-13 11:51:00;16711;United Kingdom;236;445,56;2021-11;SIM
575948;2021-11-13 11:51:00;14661;United Kingdom;35;107,95;2021-11;SIM
575950;2021-11-13 11:53:00;16983;United Kingdom;356;433,04;2021-11;SIM
575951;2021-11-13 11:54:00;13450;United Kingdom;364;316,44;2021-11;SIM
575952;2021-11-13 11:55:00;16015;United Kingdom;240;201,52;2021-11;SIM
575954;2021-11-13 12:03:00;17211;United Kingdom;356;433,0;2021-11;SIM
575955;2021-11-13 12:05:00;14044;United Kingdom;57;110,71;2021-11;SIM
575956;2021-11-13 12:17:00;14487;United Kingdom;91;152,19;2021-11;SIM
575957;2021-11-13 12:19:00;13170;United Kingdom;147;116,01;2021-11;SIM
575958;2021-11-13 12:23:00;15021;United Kingdom;10;32,17;2021-11;SIM
575959;2021-11-13 12:27:00;14547;United Kingdom;700;1117,08;2021-11;SIM
575960;2021-11-13 12:28:00;15429;United Kingdom;71;154,29;2021-11;SIM
575961;2021-11-13 12:29:00;16794;United Kingdom;36;125,48;2021-11;SIM
575964;2021-11-13 12:31:00;15021;United Kingdom;69;212,27;2021-11;SIM
575965;2021-11-13 12:32:00;13426;United Kingdom;325;342,95;2021-11;SIM
575966;2021-11-13 12:38:00;13984;United Kingdom;32;101,18;2021-11;SIM
575967;2021-11-13 12:40:00;16794;United Kingdom;1;2,95;2021-11;SIM
575968;2021-11-13 12:47:00;14882;United Kingdom;92;341,8;2021-11;SIM
575969;2021-11-13 12:47:00;13571;United Kingdom;191;228,97;2021-11;SIM
575970;2021-11-13 12:50:00;16416;United Kingdom;127;372,68;2021-11;SIM
575971;2021-11-13 13:00:00;13700;United Kingdom;138;308,1;2021-11;SIM
575972;2021-11-13 13:01:00;14499;United Kingdom;310;444,36;2021-11;SIM
575975;2021-11-13 13:18:00;13536;United Kingdom;473;672,99;2021-11;SIM
575976;2021-11-13 13:26:00;15271;United Kingdom;80;183,14;2021-11;SIM
575977;2021-11-13 13:27:00;17287;United Kingdom;88;183,81;2021-11;SIM
575978;2021-11-13 13:27:00;15903;United Kingdom;138;471,6;2021-11;SIM
575979;2021-11-13 13:30:00;14784;United Kingdom;181;175,31;2021-11;SIM
575981;2021-11-13 13:41:00;15500;United Kingdom;198;312,24;2021-11;SIM
575982;2021-11-13 13:42:00;13798;United Kingdom;407;718,71;2021-11;SIM
575983;2021-11-13 13:45:00;13379;United Kingdom;126;136,74;2021-11;SIM
575984;2021-11-13 13:50:00;17068;United Kingdom;68;141,44;2021-11;SIM
575985;2021-11-13 14:09:00;17841;United Kingdom;241;515,55;2021-11;SIM
575986;2021-11-13 14:11:00;13018;United Kingdom;121;240,05;2021-11;SIM
575987;2021-11-13 14:14:00;13018;United Kingdom;12;29,82;2021-11;SIM
575988;2021-11-13 14:18:00;13018;United Kingdom;54;108,3;2021-11;SIM
575989;2021-11-13 14:20:00;14698;United Kingdom;159;339,18;2021-11;SIM
576014;2021-11-13 14:29:00;17218;United Kingdom;149;272,47;2021-11;SIM
576019;2021-11-13 14:31:00;12865;Austria;375;586,85;2021-11;NÃO
576025;2021-11-13 14:34:00;13232;United Kingdom;72;121,4;2021-11;SIM
576045;2021-11-13 14:42:00;15022;United Kingdom;112;288,3;2021-11;SIM
576050;2021-11-13 14:44:00;15022;United Kingdom;1;39,95;2021-11;SIM
576051;2021-11-13 14:45:00;14911;EIRE;945;2068,49;2021-11;NÃO
576052;2021-11-13 14:48:00;15787;United Kingdom;195;368,79;2021-11;SIM
576053;2021-11-13 14:53:00;16726;United Kingdom;436;586,83;2021-11;SIM
576054;2021-11-13 14:55:00;15787;United Kingdom;59;87,21;2021-11;SIM
576055;2021-11-13 15:02:00;15449;United Kingdom;296;326,82;2021-11;SIM
576056;2021-11-13 15:04:00;17720;United Kingdom;158;308,34;2021-11;SIM
576057;2021-11-13 15:05:00;15861;United Kingdom;146;144,94;2021-11;SIM
576057;2021-11-13 15:06:00;15861;United Kingdom;57;74,85;2021-11;SIM
576058;2021-11-13 15:15:00;15654;United Kingdom;329;595,02;2021-11;SIM
576059;2021-11-13 15:19:00;15411;United Kingdom;124;367,62;2021-11;SIM
576060;2021-11-13 15:25:00;13681;United Kingdom;68;179,67;2021-11;SIM
576061;2021-11-13 15:29:00;13146;United Kingdom;154;228,91;2021-11;SIM
576062;2021-11-13 15:30:00;12867;United Kingdom;924;1011,08;2021-11;SIM
576064;2021-11-13 15:37:00;12508;France;69;123,08;2021-11;NÃO
576063;2021-11-13 15:37:00;15502;United Kingdom;115;330,45;2021-11;SIM
576065;2021-11-13 15:42:00;15005;United Kingdom;237;340,41;2021-11;SIM
576066;2021-11-13 15:44:00;16898;United Kingdom;169;189,34;2021-11;SIM
576067;2021-11-13 15:48:00;14227;United Kingdom;187;319,06;2021-11;SIM
576068;2021-11-13 15:52:00;14788;United Kingdom;193;368,45;2021-11;SIM
576069;2021-11-13 15:57:00;13603;United Kingdom;164;164,34;2021-11;SIM
576070;2021-11-13 15:58:00;13451;United Kingdom;385;512,76;2021-11;SIM
576071;2021-11-13 16:03:00;18069;United Kingdom;206;254,7;2021-11;SIM
576073;2021-11-13 16:13:00;16930;United Kingdom;152;173,44;2021-11;SIM
576074;2021-11-13 16:14:00;13178;United Kingdom;168;306,48;2021-11;SIM
576075;2021-11-13 16:16:00;15861;United Kingdom;406;487,21;2021-11;SIM
576076;2021-11-13 16:18:00;14382;United Kingdom;1237;626,07;2021-11;SIM
576078;2021-11-13 16:22:00;14432;United Kingdom;451;581,07;2021-11;SIM
576077;2021-11-13 16:22:00;16720;United Kingdom;182;155,24;2021-11;SIM
576079;2021-11-13 16:24:00;16877;United Kingdom;69;134,77;2021-11;SIM
576080;2021-11-14 08:10:00;18211;United Kingdom;24;49,2;2021-11;SIM
576081;2021-11-14 08:16:00;15203;United Kingdom;289;310,08;2021-11;SIM
576082;2021-11-14 08:22:00;12428;Finland;150;408,34;2021-11;NÃO
576083;2021-11-14 08:22:00;17404;Sweden;1060;1238,48;2021-11;NÃO
576084;2021-11-14 08:27:00;15365;United Kingdom;12;15,0;2021-11;SIM
576085;2021-11-14 08:28:00;15365;United Kingdom;146;218,72;2021-11;SIM
576086;2021-11-14 08:29:00;15365;United Kingdom;51;135,45;2021-11;SIM
576087;2021-11-14 08:31:00;12689;France;347;736,58;2021-11;NÃO
576088;2021-11-14 08:41:00;17450;United Kingdom;340;1314,94;2021-11;SIM
576089;2021-11-14 08:56:00;17663;United Kingdom;99;303,63;2021-11;SIM
576090;2021-11-14 08:56:00;17450;United Kingdom;1376;3174,4;2021-11;SIM
576091;2021-11-14 09:00:00;16779;United Kingdom;158;319,3;2021-11;SIM
576092;2021-11-14 09:00:00;18263;United Kingdom;420;401,76;2021-11;SIM
576093;2021-11-14 09:05:00;17744;United Kingdom;574;303,06;2021-11;SIM
576094;2021-11-14 09:12:00;16401;United Kingdom;316;309,48;2021-11;SIM
576095;2021-11-14 09:13:00;14904;United Kingdom;593;396,96;2021-11;SIM
576096;2021-11-14 09:20:00;13549;United Kingdom;26;86,0;2021-11;SIM
576097;2021-11-14 09:21:00;14494;United Kingdom;92;139,56;2021-11;SIM
576098;2021-11-14 10:01:00;14862;United Kingdom;342;537,1;2021-11;SIM
576099;2021-11-14 10:28:00;13021;United Kingdom;405;392,57;2021-11;SIM
576111;2021-11-14 10:33:00;15113;United Kingdom;24;78,0;2021-11;SIM
576112;2021-11-14 10:34:00;14902;United Kingdom;218;332,66;2021-11;SIM
576121;2021-11-14 10:38:00;14530;United Kingdom;344;379,79;2021-11;SIM
576137;2021-11-14 10:45:00;15482;United Kingdom;680;1617,56;2021-11;SIM
576141;2021-11-14 10:47:00;14911;EIRE;206;348,21;2021-11;NÃO
576147;2021-11-14 10:49:00;16303;United Kingdom;634;1324,3;2021-11;SIM
576148;2021-11-14 10:50:00;15671;United Kingdom;249;321,48;2021-11;SIM
576172;2021-11-14 11:00:00;15482;United Kingdom;448;1355,56;2021-11;SIM
576175;2021-11-14 11:02:00;15291;United Kingdom;366;318,12;2021-11;SIM
576176;2021-11-14 11:04:00;16936;United Kingdom;173;262,68;2021-11;SIM
576179;2021-11-14 11:09:00;13694;United Kingdom;2244;3419,64;2021-11;SIM
576180;2021-11-14 11:11:00;13694;United Kingdom;946;1419,58;2021-11;SIM
576181;2021-11-14 11:19:00;15572;United Kingdom;301;545,83;2021-11;SIM
576182;2021-11-14 11:21:00;12938;United Kingdom;140;114,14;2021-11;SIM
576184;2021-11-14 11:24:00;14735;United Kingdom;40;93,5;2021-11;SIM
576187;2021-11-14 11:25:00;17228;United Kingdom;152;229,04;2021-11;SIM
576186;2021-11-14 11:25:00;14735;United Kingdom;66;276,3;2021-11;SIM
576188;2021-11-14 11:26:00;15168;United Kingdom;52;106,56;2021-11;SIM
576189;2021-11-14 11:33:00;14684;United Kingdom;247;313,13;2021-11;SIM
576190;2021-11-14 11:46:00;15039;United Kingdom;61;137,58;2021-11;SIM
576191;2021-11-14 11:54:00;17377;United Kingdom;105;213,61;2021-11;SIM
576196;2021-11-14 12:07:00;17658;United Kingdom;400;277,82;2021-11;SIM
